text,positive
@Mork_skay @lenlekk @Barmaleevich @Dnevnik_Yoga @stasko08 @Stas730U @Rita__kz не завидую. мне вот до сих пор солнце в глаз светит ))),1
"RT @Doctor___WHORE: @LittleVantie вот-вот!)
Ладно, я пожалуй пойду рисовать.
Удачи тебе.)",1
"Пиздец как хочется дышать свежей, но погоды ждать не вариант сидя на багаже ;)",1
"Вопрос: а   правда читает всех 438 человек, на которых подписан? :)",1
"Леха, прислал видео на мыло, смотрите и пишите)))))",1
"Оказывается у меня нет пар со среды, в четверг выезжаю в Тюмень)",1
"@re_I_d @rodichevrussia о, он меня для количества зафоловил)",1
"@yakudzablr МТС vs life:) — я бы брал симку и шел по обычным местам обитания с живым тестом. Пользуюсь обоими, от лайфа впечатления лучше.",1
@di_kalimullina что вы там делайте?:)я тоже хочу :),1
"RT @ronyzudamo: В интернетах сегодня должно быть меньше народу, ибо синдром первого числа. :)",1
"кто-то завтра получит чирака, и этот кто-то будет влад)",1
@Angie_Enzorry потом ходили страховку забирать )) @svaluev @Shk_Evgeniy @Rudeti @aaaidar,1
"Временами бывает так плохо, что не знаешь: 03 набрать или 0,5 открыть...))",1
"навалило столько снега!!!
Класс!!
вот теперь есть чувство зимы)))",1
какой крутецкий магазин открылся)) прям как в Мск!!!,1
@IvanChert Ну я ж написал) Это могло как всегда длиться бесконечно - пришлось спешно искать предлог идти куда то.,1
"@kucko_joy сенк ю! Рыбок не было, да и они все таки больше мужской символ,зато нашел кое чо  покруче ))",1
RT @devynofumove: Немного обновил   долго думал почему там при выключенных картинках лого nigma.ru было нулевого размера :) оказалось это д,1
"КИНОМАШКА: МИСТИКА И ФАНТАСТИКА!!! http://t.co/dct4zURRCS Это гавно, но щас посмотрим :-) #кино",1
"Как думаешь, какой ты цвет? Каким бы хотел быть? — ммм
красный, да :-) http://t.co/saTWOXcCh3",1
"""И если он счстлив- я вдвойне"" и кого вы обманываете?)&lt;img src=""http://t.co/jvoQcdqr4e""&amp;#8230;",1
"Я настолько энергична, что даже Кролик Энерджайзер мне не конкурент!!!!)",1
"RT @neresident: Вячеслав ""Мудило ёбаное"" Макаров пошел по стопам Андрея ""Сраного"" Турчака. Люблю такое)",1
"RT @KnjazevAn: @Poshlayaaa Ты красивая на этом ФОТО! Счастья тебе, такого, какого ты хочешь...! :-)",1
"Эмоции переполняют через край,как сказала Даша ""улыбаторы"" болят )активная ходьба и бег и ""исключительно""здоровое питания.я тебя люблю ЭКО",1
"если бы вызнали для чего он ее использовал, не писали бы так:)",1
RT @LudmilaSadovaja: В семье не без урода....) http://t.co/jG1rEEefwU,1
RT @nastya_avenberg: много много снега...круто круто),1
Masterplan – Lonely Winds of War. Тег fucking awesome на ласт.фм 100% отражает суть :),1
"@Jef1169 хуясе)
я из Украины
долбаные часовые пояса)",1
"@AndrewVostrikov мое детство, к сожалению, прошло не в интернете, а с игрушками, прибитыми к полу и книжками)",1
@VadikBogdanov как-то пофиг)) Лично мне ничем эти даты не запомнились. Разве что тем что они были.,1
RT @pavlov718: @m_karisha145  Смотри :D http://t.co/Ea37vgf4Aa,1
@Miss_Bublik там вроде и Челябинские вставки) а снимают в Подольске),1
-Да бля у тебя чё ноги из жопы что-ли растут? -О_о..)),1
RT @ship__cam: А здесь Гарри вообще подмышки брызгал. Похуй вообще на камеры х) http://t.co/Vj5ivif1Hh,1
RT @abnepo: Пришел к Френку. Какой же он красивый!..))),1
https://t.co/wsob1KjYKz О БОГИ. Моей детской психике окончательная пизда пришла),1
"Охереть, Новак, Гарри, Луи, Зейн и Лиам читает Криштиану :D",1
RT @abnepo: Сейчас была забавная картина - Надя и официантка рядом с ней с одинаковыми взглядами в окно смотрели... Зависли Х),1
"@OldVegetable Привет,Конёчек!
кушай,не обращай на него внимание))",1
RT @boryanchik_chrp: Это про меня сегодня) http://t.co/tKYEnqeNCK,1
"@Kate_Lotts рада :3
надеюсь, уже в шк все впоряде))
У меня шикарно!))",1
"RT @mila_squirrel: @little_stuff_ хорошеньких снов, пупсик ты мой!)))))))))))))))*))))))***",1
"я ушел на хор)не останавливайтесь только,прошу!)
#mtvstars 30 Seconds To Mars",1
@sdemidov @simply_mollie в общем ясно с вами все - нынче все на грамоту.ру смотрят ),1
"RT @dasowavasuw: подружка записалась на курсы,теперь будет на мне тренироваться )) перевернулся на моей улице :)",1
Q: здарова. зацени что у меня на странице написано. реально работает по моему) жесть)  A: http://t.co/HB2458P9da,1
"Посмотрел ""Солт"". Ну и хрень! :) Но Джоли нравится. :)",1
"Быстрее бы 18е,премьера Хоббита,прадник к нам приходит.)",1
"на работе был полный пиддес :| и так каждое закрытие месяца, я же свихнусь так D:",0
"Коллеги сидят рубятся в Urban terror, а я из-за долбанной винды не могу :(",0
@elina_4post как говорят обещаного три года ждут...((,0
"Желаю хорошего полёта и удачной посадки,я буду очень сильно скучать( http://t.co/jCLNzVNv3S",0
"Обновил за каким-то лешим surf, теперь не работает простоплеер :(",0
"Котёнка вчера носик разбила, плакала и расстраивалась :(",0
"@juliamayko @O_nika55 @and_Possum Зашли, а то он опять затихарился, я прямо физически страдаю, когда он долго молчит!(((",0
а вообще я не болею -  я не выздоравливаю :(,0
я микрофраза :( учимся срать кирпичами в режиме &amp;quot;нон-стоп&amp;quot; @niwoqisipapy,0
"я хочу с тобой помириться , но сука я гордая и никогда этого не сделаю! (((",0
@DNO_OKEANA_A3A3 @MOE_MOPE_A3A3 тебя ебет какие у меня фотки.я про твои молчу.и вообще ты хоть знаешь как ТП то выглядят...,0
Блин начали сниться сны( Не когда почти не снились ! А теперь можно сказать каждый день такое ! Мне это не нравиться ((((((((((,0
"@realVold На твоем месте, я бы сначала телек купил бы(",0
@faraonbgr111 плохо боишься значит(( ты где? В мск бгр?,0
"А я хотела... электромобиль =(
http://t.co/vgs9JeUPHz",0
Скоро увижу твои зеленые глаза в последний раз(((,0
"Вот это да, докатился,по-оранжевел патриот! Чо деется? :(( RT @SapelSV: #Бабки объединят #КПРФ и Навального? http://t.co/kyJk4A79kv",0
Ну уже 12:25 ночииии:(((( а я ничего не сделалаллалалалалалалвцмдэмппдпктцдкиицкп,0
"@190299der я очень рада,но ты им разобьешь сердца:(
Мне их  жалко епт
мне оч жалко Влада
А всех остальных нет
",0
"Сегодня какой-то нехороший день у меня :-( Телефон наушники не опознает, у блога как-то умудрился шаблон сломать, да еще",0
"думаю,на моем веку почта россии не поднимется со дна (((",0
Мне одному   напоминает дом-2? Путин делает реалити-шоу? O_o,0
ебааааа сейчас модуль будет по региональной экономике ((,0
@kordalona_mars оооууу ты меня анфолловил чувак((,0
вот так я встречаю зиму:(( http://t.co/FjivXAGcR9,0
"@Kyo_oppa ну вот, туда медведь прикреплялся.",0
чорт... хотела сходить в кино...  придется любоваться фильмом в уг качестве на компе(,0
RT @arinaaaaonskul: Так плохо я себя не чувствовала давно :( ,0
"Как понизить температуру ноута? Снаружи +30, так что он постоянно раскалённый :(",0
@Anastasia_pain думаешь упаду со стула? :(,0
"@Deniska_perm да нет, но условия будут более спартанские :(",0
"Хотела маме сделать сюрприз, как всегда все навернулось(",0
я блин сутками его жду а он с друзьями общаться! с которыми ежедневно видится! :(,0
"@Annya_Nik @YankaMurygina Так и думал:( 
Не судьба походу попасть к мастерам",0
RT @davidmsk: У берегов Коста-Рики водятся 1600 видов рыб. А на берег выходят черепахи весом до 500 кг. Но я не видел :( http://t.co/9ixMBH…,0
"""@lisi_Ca: @maybe_reg49_27 @One_ENCLAVE @LyudaLa самая смешная из лисичек - тибетская. Это не фотошоп http://t.co/kDDYZartwl"" о_О",0
Потеряла креапления от борда. Как так! Я же их не снимала(,0
RT @Ksenyamalischev: Устала от семинара;(,0
"Опять простыла....!!!;(Все гуляют,катают,тусуют,а я!;(((Что за невезение!!!",0
"@1libertad первые деньги пойдут на красные мокасины, потом на ремень гермес, потом на приору, а потом уже можно умереть :-/",0
@volkova_v Мясорубка пожирает деньги налогоплательщиков... (((,0
"@_rakka_ @brovo4ka а я не переношу соционику. это самый адовый бред, что я видел. и все как один помешались((",0
"Пора делать уроки, учить Лермонтова ;( http://t.co/CShrNmfFCL",0
"@Romashka_Vera блин, он наверно уже не действителен уже( сама хочу там заказ сделать, а скидки нет(",0
"Я так хотела побыстрее попробывать сырный суп,что обожгла весь язык,и вообще ни чего не чувствую(",0
Внезапно настало лето? Дома из обоих кранов течёт холодная вода. :-/,0
@natahin_ кто из СМИ первее - на того и ссылка в поисковике :(,0
"@the_anechnaya @babooshkina блин, а мне халвы захотелось(",0
"@only_069 ДА 
ВОСПАЛЕНИЕ ЛЕГКИХ
Я ПОЧТИ 2 НЕДЕЛИ В БОЛЬНИЦЕ ЛЕЖАЛА ( И В ТВИ ТОЖ НИ ЗАХОДИЛА",0
"Каждое его смс,как доза.
Что вообще со мной происходить?; (",0
ну ужели выхадныеееееееееееееееееееее правда пролетят будто их и не было вообще (((((((((((((((,0
Задолбали дико резкие перепады настроения &gt;:(,0
RT @NastyaBulaeva: Угадайте чья школа учится сегодня? Причем единственная в области:(,0
"Сегодня первый рабочий день.
Я настроена и готова ?
Конечно готова, в одеяле - хоть куда.
Заболела :(",0
"@siavol так и медстраховки ещё хорошей нет?! Как они там жили! Наверное, паспорта отобрали, взамен что-то дали и заставили трудиться :(",0
У на в шк создали группу в ВК и там все новости школы. Ито какойто злоебучий аноним. Не дает жизни ибо выдает все тайны o_O,0
с   убрали поиск персонажей что ли? паника-паника!!! а ведь как удобно было :(,0
"все в скайп идут, а я стесняюсь
блянуок(((",0
"Выпилил powerpill и perl-xyne-arch из своего Арча, разработчик отказался от их поддержки, а жаль( #archlinux",0
@cheknastushka да. она офигенная. вот я по ней буду очень скучать(,0
идиотский твиттер!! как же ты глючишь.. ;(,0
RT @procrastelina: RT если ниже ростом даже чем губин((((,0
"@kakos1904 Бедный мой, ты же в школе. Твоя физика закончится раньше чем я до тебя доеду :( Я б забрал",0
"Спасибо тем кто меня в данный момент поддерживает с моей проблемой,спасибо правда,спасибо тебе ни кто(",0
"а если макарошки отварить и запечь с луком,морковкой,майонезом,чесноком и всякими приправками,будет ОМНОМНОМ! *О* сыра нет,жаль(",0
"завтра по химии диктант, нужно хорошо подготовиться(",0
"Сейчас бы в кроватку, спать ( а ещё дофигища дел не сделано -_-",0
"@No_Name_Okay_ мне обязательно!(
в 19:30 начинается..
Может пойдём сейчас и потом ты меня проводишь?",0
"мария ра самые убогие магазины, в который раз убеждаюсь. Еще 2 часа работы(",0
"Зря торопился, все равно прийдется в выходные работать :(",0
RT @v_rodionov1015: @RadiopAshA @sangdrag а сколько баранов вслед за ним несётся! ((((,0
"Пойду делать дела,а то времени все меньше и меньше((",0
Какой будет эта зима? — разочаровательной( http://t.co/CYXetATzIB,0
Конечно сегодняшняя математика вынесла мне мозг=(,0
Интересно как сдавать математический анализ как препод такая тварина?=(,0
RT @levolume: амазон( http://t.co/yEC1tZCUVG,0
Черт... Как же стремно на олимпиаде сидеть((,0
"@bahhtee Ну как, вам понравилось в Ташкенте? Жаль что я узнала об этом после вашего ухода :(",0
"@juliamayko У кота, между прочим, может случится и сердечный приступ, если ситуация его пугает и он не знает, что с ним будет!(((((",0
RT @alexblablablaaa: Какой декабрь без снежкаа?;(,0
"RT @huqikycibeno: Гг, давно я не видел выньду 98... комп уныл ...И сюда ставлю хрюшу... Уже 2ой час пошел :(",0
"Каждый раз,когда Ларри общаются по скайпу:

Г:Я хочу,чтобы ты был тут со мной
Л:Я тоже :( Скучаю по тебе http://t.co/fWjKiYrMkW",0
"ну вот.все началось сначала.умом понимаю что всё уже,поздно..но не могу и всё =((",0
RT @o_odium: разговоры с Кириллом - просто нечто ахах,0
"Мой маленький Никита я буду всегда тебя любить помним
Любим,скорбим;(",0
"Блин, мой живот не дает мне покоя весь день :(",0
@Ludwig_LOL желочь из живота будут выливать(,0
Иду сегодня на задание от практики. Я так переживаю... :(,0
Только я могу упасть со стола пока перевешиваю 10-ый раз гирлянды.Больно=(,0
"RT @TOMOCYTPA: @Do_or_die_azaz я убью её когда-нибудь, наверно
Я убью её, люблю её, убью её...",0
Болею( прошу сходить за лекарствами  ни кто не идет (,0
"@AnnastaishaCh я решила, шо ты забыла меня поздравить :(((",0
Пришла такая кудрявая .. а его не было( http://t.co/uCPlmdPQT0,0
"@farida_farifari мля, спасибо, теперь я ни знаю чиво делать ска :(",0
Не люблю пятницу-субботу...в эти дни мы не вмести...я скучаю любимый(,0
@AseevaElena бедолага! Пусть выздоравливает... Их так жалко когда они болеют:-((,0
"Мне уже плохо от ТГП. А вопросы все не прекращаются, хотя места в голове уже нет(",0
"еще днем почувствовала дикое одиночество,а когда Паша уехал вообще как будто одна на планете осталась(",0
"RT @radughniy_kot: Вечеринка, привет о/
хотя тебе насрать((((9((999(",0
“@lizunsosun: Поговоришь с Сашей и сразу хочется трахаться.” - представляете как мне сложно с самим с собой жить??? А толку?:(,0
"блин если правильно ей играть,много барэ,а его я не люблю(",0
"RT @malinaaa_a: @hl483 ;( просто одно объяснение, мы живем в России",0
"Здавать,доздавать,перездавать....хуууф це вже так надоїло,вже не має й сил((",0
"Что творится с миром? Новости сплошь о педофилах, печально и возмутительно ((",0
"проверяли сеня больнички, ничего хорошего. Чувствую все закроют(",0
"@VictoriaSvon ветер сильный, так еще и снег сегодня, из дома не выйти :(",0
":| они тут решают, смеются... Я тоже хочу :|",0
"Нет ничего печальнее,  когда закончилась книга :(",0
"@mrkam1kadze меня одолевает лень,но фак надо(",0
@AppleInsider_ru и опять нет приложения для андрода?(,0
"Меня никто не любит,потому что я очкарик:(",0
"RT @Ksenia_Splash: оооочень устала, уроки тянулись вечность! ещё на гитару(((",0
Сегодня был очень слодный день(( Все в коледже ревели((( Ох уж эти парни,0
"на улице снег, радость, магия. В школе посвящение в химики, кхм....да простят меня святые печенюшки детский девиз. А я блин умираю дома(((((",0
"Я попал в золотую лигу 4х4 O_O При том, что 1х1 я в бронзовой. Меня же союзники убьют. Узнают по айпишнику, где я живу, п",0
@genechk нет!!! Мысль об этом и желание убить себя по этому поводу меня не покидают(((,0
"@wild_tourist @drewitski Я вот почти никогда на бумаге и не пишу, можно сказать, забыла, как это делается... Ну, вот так вот(((",0
"Вот взяли с утра и наехали ни за что :( Сижу себе жуйк читаю. Звонок в отдел. Поднимаю трубку, разговариваю, ложу трубку.",0
@Creatticas вот он. Эх(( http://t.co/glr9mG0cjZ,0
Купила меллер внезапно. Ебааать!.. О мои зубы! ((,0
"Блин, блин, блин
Надеюсь успею к спринту:|",0
@A_Kyznetsova я косячу и не переживаю по этому поводу((,0
"Мы пишем статус на обозрение тысячам, / и зачастую всего лишь для одного / человека, который его так и не заметит...:(",0
"RT @basilla_the1st: @ProXolod @ponny1 статья так называется, ну а по смыслу статьи - скурвилась маня :(",0
"Испортилось настроение:(  

Мне иногда кажется,что ты хочешь сделать меня жирной коровой!.

Хотя я знаю,что ты только самое лучшее для меня.",0
Подарите мне тыщ 5… мне на PS3 не хватает :( =ъ,0
"Ужастное чувство,когда скучаешь по человеку,а увидеть или хотябы списаться сним нет возможности(",0
Еще 4 с половиной часа работы.. А я уже так устала ;(,0
RT @lu_in_the_sky: Острова 2014 скорее всего не будет((((( вот это печаль так печаль...,0
RT @imoxuzedyp: забодался на работе.Даже Хауса смотреть не хочется:(,0
@Ikhbayr хурдал л даа. 30 Мин хүлээлээшдээ :-((,0
"блин оказывается фильм ""белый плен"" снимался пол уокер , не знала (",0
RT @aleninini: хочу попроситься в овал орбиты(,0
RT @fypeqywupaz: Вот и до меня добралась цивилизация — горячей воды нету(,0
"Первоначальный замысел перестановки в комнате не увенчался успехом из за совершенно левых факторов :С
Пришлось все делать криво Х(",0
Учитель по матану понизил мою самооценку:(,0
"RT @AndrejVituskin1: #євромайдан Вы идиоты...хохлы,Европа всегда считала вас,неполноценными #чернаяпятница :-! http://t.co/ez74MQChJR",0
"Мало того что я потеряла из-за него сережки, он их так и не нашел!!!!:((",0
"RT @dojavuwovoxy: Блин, только что два джуйка косячных было! и не в одном не успела похихикать! :(",0
Мало мяса в борщ положили. Плохо улыбался(,0
@Nastya_Lubenets ахахах.блин не хочу делать призентацию(,0
"@ZaynFollowMeU ну да! Мне нравится один парень из параллели. Я знаю что я ему нравлюсь, но он видимо стесняется ((((",0
@Khinshtein  http://t.co/s96hmlKHQf как Вы считаете это нормальное поведение полиции?никогда не будет в стране нормально пока такие полицаи(,0
"@alb_andreeva он у нас офигенный просто. но прикол в том,что в  прошлом году взял и женился,падла :(",0
Так вот пришел третий сосед и дал нам пиздюлей :(,0
"@MarinaMashirova ты забыла гематоген, а я забыл сделать чекин :((((",0
"@mongrelcat13 температура это плохо, теперь по ходу на трен не скоро:((",0
"ВОТ И СМОТРИ ПОСЛЕ ЭТОГО СЕРИАЛ, КОГДА ДРУЖИШЬ С ЖАЙКОЙ!
ТУПАЯ :(",0
очень не хватает вас((слезы наворачиваются когда вспоминаеш как нам было весело((,0
"@dguryanov бред, притянутый за уши на потребу пиплу :(",0
"RT @oksakov: Приехала домой, мне вообще плохо( Устала.",0
"@Besserdechnaya блять, я уже это не помню(",0
"RT @pyhapulymuxo: Ща на сайте при регистрации ввожу возраст. Чисто случайно выбираю 19. И только потом понимаю, что мне реально 19( Как быс",0
"@curlyslipper Ханна Монтана ;(( да они расстались походу( она ж как шлюха себя ведет(( я б такую сразу кинула, чтоб не позорила(",0
ну почему Дио не досталось высоких нот в мираклес ин десембер:( http://t.co/6VURLjzK7w,0
"Я уже заебался на уроках сидеть, а еще на 2 пары идти :(",0
Хочу уже домой( разговариваю с мамой и блииин ,0
RT @gafubatyxyza: что-то собака моя хромает (,0
Я в шоке от той модели что снялась в новом видео Лазарева!(,0
"""Где бы ни работать, лишь бы не работать"" :(//  http://t.co/UIez6APho0",0
"Как бы завтра 5 уроков!!!
Ужааас!!
В субботу к 8 и еще 5 уроков:((",0
@Shakalad73 опоздал на минуту((  но есть след вопрос о том сколько лет Елки Палки работают в Версале?,0
"@ya_zoi Сегодня тоже столкнулся с этим, перекрыли почти весь красный проспект. А ещё всё это шоу такое наигранное(",0
"Закар тусуется в Армении,а я здесь умираю от скуки(",0
"И вот именно сейчас я осознала, как хочу увидеть Melotron. Не судьба, значит %(",0
"RT @hitafijahul: Когда я научусь говорить ""нет"", я буду собой гордиться. Ненавижу, когда мне врут,а я еще и помогаю им.(",0
"Безысходность - когда умер твой любимый...айфон, со всей памятью и фото(",0
"Мне нравится свитер, но он стоит не прилично(( не надо так!",0
"В ОТНОШЕНИИ  ХОДОРКОВСКОГО РАССЛЕДУЕТСЯ  НЕСКОЛЬКО УГОЛОВНЫХ  ДЕЛ,ТАК ОН ВРЯД ЛИ ПОДПАДЕТ ПОД АМНИСТИЮ - ГЕНПРОКУРАТУРА.Кто бы сомневался :(",0
@anitakruspe печально что заряд одинаково фигово держится(,0
RT @etynyhoxev: Довелось купить мне мак с лаионом :( Терь не могу снов поставить а на лаионе не работает то что мне нужно для работы.,0
Надоело болеть :( И все планы порушились http://t.co/X6QNJC1Vk5,0
@bear_Kurt хорошо потому что отменили 1 и последние уроки а плохо потому что мы кажись делене проиграли((,0
В горизонте нигде нет чая с малиной!! Обидно :(,0
"Кеша, отстань(
#mtvstars 30 Seconds to Mars",0
"с вадимом поеду сейчас в институт габричевского, на биологический факультет( 
школа прасти",0
"RT @xyvucyfybole: Зашел в RTM, а там таски за последний месяц пропали ((",0
"Много кто онлайн и не пишут
Как так можно?(",0
@Regina_Belvita  Неужели она закончит карьеру ((,0
Похоже на красную звезду. :_( #InstantFollowback,0
Из за погоды планы меняются походу еду с родителями (  пздц,0
"Как ретвитить меня, так ок,а как оказалось что препод знает что такое твиттер,так все сразу заднюю дали и любят эконометрику (",0
"@SavichDiana Мда, веселье через край у вас;( 
Ну не то чтобы не умею просто не люблю я-_-",0
"Обычно я шучу на темы, на которые шутить не положено(",0
"@rachel___rachel вот так вот( надеюсь, меня не зарежут там , а то вдруг",0
"@Zebulka Нет у нас снега.  Если уж пошло по капле уходить настроение, то  все!((((((((((((((((((((((((((((((((((((((((((",0
Хоть я года три назад и писал микростатью на хабр про перевод программ с помощью gettext-а (,0
Эвридэй стори. Все-таки сенсорные гаджеты зло:( http://t.co/aGI96mw8co,0
"Не думала, что корица - дефицитный продукт :( Придется украшать свечи кофейными зернами...",0
День просто супер:( http://t.co/crlqAuLBY6,0
RT @nadytutuqiw: Так и не нашел свой sega. А так хотелось во что нить поиграть :-(,0
@MAXIMOV69 @Never525 Вот так и живем 20 лет с основным законом страны:-(,0
Меня хоть кто то любит?((((((((((((((((((,0
RT @ollivercom: @DariaClever спиздил мои слова :-(,0
"Завтра для меня сложный день, я так боюсь олимпиаду :(",0
"я как и обычно не подумала о последствиях,меня это губит(",0
@maxseddon дошел с ними до арсенальной. отвалил. правлсавие мозга(,0
Бабулю жалко:( Как и говорили получается(,0
"Тимоша заболел((позвонил врачу, а его нет(((",0
"Скоро день рождение,а настроение вовсе не праздничное(",0
RT @pajefitygaw: Халявность платного софта явно сдерживает рост опенсурса и добавляет нехилую головную боль админам :(,0
"Сегодня была сьемки мега-фильма. Мы были массовкой для Александра. Актеры, у которых еще нет Оскара :(",0
"Папа: -хорошо тебе, завтра в школу идти, а вот мне спать до обеда 
Спасибо :(",0
"Вот черт. Автобус долго ждала, пробки везде, а Ками меня ждет(((",0
RT @rowugonamilege: Скоро любимый уйдёт в армию(((Буду его ждать!!!Слышишь любимый!!!Я буду тебя ждать!!!Чего б,0
"Блин,горлышко болит(((заболела(((((капец,больная(((((",0
Я все пропустила только потому что выпила немного кофе!  За что это все? ((,0
"А потом так грустно А ТЫ НЕ ЗВОНИШЬ ДАЖЕ КОГДА ВЫПЬЕШЬ :,(",0
Отпускает по-тихонечку. Надо срочно ехать домой чутка поспать 5 часов сна на 60 часов времени как-то мало*( http://t.co/lvVec7mHNI,0
"RT @galusaa: Оо.оказывается этот Уокер снимался в Белом плене.фильм,где я рыдала захлебываясь из-за собак:( хороший очень.",0
"@Uli_Ameli у меня складывается мнение, что там уже весь Могилев перебывал. Кроме меня(((",0
"клиентами, значик они вообще им не надобны((((",0
"Mistletoe
UK!!! X Factor this week. Mistletoe
Я правильно зрозуміла???Бобер приїде в україну о_О",0
"@arx_katya да щас не смогу,уроки по-бырику,потом в центр :(",0
"сколько можно меня мучить,вновь и вновь возвращая меня к тому от чего я пытаюсь уйти:(",0
"RT @muhuryjodo: ребёнок, который уснул с яблоком в руке, визуально не особо отличается от ребёнка, который подавился яблоком и умер (",0
"хватило ж ума на удаленном компе запустить торрент-качалку. все, до него не достучаться :(",0
"Через 14 дней сессия начинается, а мне бы н/б хотя бы закрыть :`(",0
Впервые в жизни надела шпильки 25 см...о боже...как же я хочу надеть их...но рост не позволяет:(,0
"@_P_M_M_L_ мне не лень, просто я одна буду всё решать((
Типо я самая умная..(",0
собираем в коробки вещи(( они завтра переезжают((,0
"@duckthemall называю Дженнифер Дже, а на письме даже Дж(",0
"@teplusha_  добротаа
это как раздача конфет с пожеланиями,
в итоге тебя кто - нибудь пошлет и проклянет(",0
@stripedfairy *ООООО* я тоже хочу быть блондинкой тт и розовые волосы хочу тт но чет прям боюсь сжечь их(( хотя люди красятся и ничего,0
"@Lina_Zvukach у кого зачетная неделя заканчивается, пока он в Сочи, тот я:(",0
эта лекция по робототехнике просто убийственно нудная ;((((((((((((((((((((,0
"когда ночую у тети,всегда хочется прихлопнуть ее кота.Как же он орет по ночам и не дает поспать!!!(((",0
"RT @farry_tai: Когда-нибудь я похудею,но это уже совсем другая история(",0
Как делать историю. Ведь даже в интернете такого нет :(,0
— как мне это развидеть.. ;( скофилд в гробу перевернется...,0
пооч я не программист????пж сделайте кто нибудь мне ноут(((((((((,0
"RT @tasagufuxuw: Скажите, что Arakawa Under the Bridge — это не бред! Я его боюсь смотреть. =(",0
@Marilinka да ужасно всё(у нас теперь всё по баллам. все зачеты и промежуточные аттестации влияют на стипендию((,0
У меня сегодня в школе отжали часы и не отдаю!!! Я по ним очень сучаю((( верните их мне,0
"что-то я забросила свой тамблер(
надо засрать ленту:3",0
RT @Nkllapa: Мдааа большинство просто забыли или не знали :(((,0
"@alenasheyanova Не помню, чтобы я в прошлый раз болела :(",0
"мой твиттер тупит :( 
 #mtvstars Justin Bieber",0
"RT @16believe19: @HORAN_NlALL @graciemitchie блин, а я только обрадовалась что он не умер :((",0
"Никогда не любила всякие реалити, но Американский жених просто нечто, сегодня последняя серия(",0
"@vete_al_diablo полное наебалово, в ""Связном"" нельзя ойфон или PS4 купить со скидкой=(",0
Хотел посмотреть на symfony..теперь сижу и думаю какой профит у symfony перед yii и захрена мне ее учить о_О,0
Как таких красоток могли не пустить?:-( http://t.co/tVTxtXAPQM,0
"почему так всё не справедливо?!((
у Вовки днюха, а я поехать не могу(((",0
"RT @byBo_OM: Америка стала такой возбужденной и нервной, что уже многие годы я не видел прихожанина, который спит в церкви.",0
"Остановилась на трех вариантах для него,но что выбрать понятия не имею, и что ему нравится тоже не знаю:( http://t.co/JJRpiFIpBS",0
Дорсай и Эльфа тоже не будет((( я по ним так скучаю,0
"Опять нет работы, что я делаю не так...:(",0
"@5kg_intellekta Оль, говорят абонент хаблокирован((",0
"жаль, что не написал записки для #helloday заранее, вышло бы куда лучше. Да ещё и не успел ни на одну ответить :( #lyceumbsu",0
Какой будет эта зима? — скучной..( http://t.co/gtMiKLgcEZ,0
"Карима Нигматулина выступает на #MUF2013.
Выглядит уставшей =( http://t.co/I4D15SqQFj",0
"Тошнит, голова болит,  состояние дрянь,  работы дофига......зашибись пятница!!!! (((",0
@umnitsa_julia ещё и ребёнка вперёд посадила...Полный пипец!(,0
@yufins совсем тви забросил.Не пишет ничего:(,0
Очень было стыдно перед классным руководителем!(,0
RT @1eksandr: Из меня блогер еще никакой(,0
"-Ир ,сегодня работы не будет ,можно поспать и в почте только 3 заявки. Так всегда
прошел час
-Дамир,ты накаркал 
-ага((( 
конец ахахах",0
"Сквозь пыль веков, нашла блокнотик с 8 класса, а в нем записка
 ""Give unto me your troubles"".
Заплакала(
#np Evanescence – Give Unto Me",0
пропустила биатлон!!(( бляяя..как могла забыть?,0
"http://t.co/FaTsB05p71
но эта сука даже не пришла на его похороны:((",0
А еще я всё это фоткала на свой планшик и теперь пребываю в крайней печали тк лишаюсь возможности выложить такие произведения искусства(,0
"Ну вот,теперь и идти завтра никуда не хочется,желание пропало..((",0
За пять лет студенчества я успел возненавидеть колбасу и пельмени. говно (,0
Как же хочется спать!!!4 дня как не знаю кто(((,0
некоторые не смогут приехать((народу не много будет,0
@Helenav_97 а вдруг  со мной что-нибудь случится ?:(,0
Очень-очень скуШно((( Чем заняться?????????????,0
@lion_banka а у меня из эппл даже компота нет((,0
я так давно ждала этого дня! А ты не пришла(,0
"она вас не хотела обидеть, родные мои :""(",0
RT @weweramu: в кошельке вместо денег одни чеки!(((и спрашивается куда деньги делись???,0
@niechunaieval да ей помоему хуже нас будет(,0
"Все сегодняшние планы нарушились,зато хоть зарплату забрал,хотя и там не обошлось без говна и плохо,что ее всю придется отдать(((",0
"я так хочу плакать. ужасно хочу плакать. ненавижу такой немецкий, который будет завтра. и я устала.  я все сказала(((",0
"@Adele_Tok аххахахаха
я я пророка на 3 рассказал(((
вот это обидно
а его легко выучить
представт, что это твой бывший
который тебя бросил",0
"Ээмм..какое то странное чувство...
Прости:(",0
"@NinjaWars_Ru Извините конечно, но как же так? Технические работы во время ивента? ведь многие еще не сделали задания на сегодня... :(((((",0
Было так классно в художку ходить после школы(,0
"Сижу одна в ростиксе, накапливаю жирок к зиме :( щас опять на занятия....дурацкое чеочение и папка",0
не люблю я этот фотосет( http://t.co/AVyHto3jB8,0
